fecha;cod_municipio;municipio;cod_distrito;distrito;cod_barrio;barrio;num_personas;num_personas_hombres;num_personas_mujeres
1 de enero de 2024;28079;Madrid;10; Latina;104;Aluche;68.973;31.619;37.354
1 de enero de 2024;28079;Madrid;10; Latina;105;Campamento;20.657;9.511;11.146
1 de enero de 2024;28079;Madrid;10; Latina;106;Cuatro Vientos;6.417;3.192;3.225
1 de enero de 2024;28079;Madrid;10; Latina;107;Águilas;52.341;24.198;28.143
1 de enero de 2024;28079;Madrid;11; Carabanchel;111;Comillas;23.466;10.873;12.593
1 de enero de 2024;28079;Madrid;11; Carabanchel;112;Opañel;35.513;16.394;19.119
1 de enero de 2024;28079;Madrid;11; Carabanchel;113;San Isidro;42.184;19.962;22.222
1 de enero de 2024;28079;Madrid;11; Carabanchel;114;Vista Alegre;50.153;23.083;27.070
1 de enero de 2024;28079;Madrid;11; Carabanchel;115;Puerta Bonita;38.781;18.360;20.421
1 de enero de 2024;28079;Madrid;11; Carabanchel;116;Buenavista;51.040;24.740;26.300
1 de enero de 2024;28079;Madrid;11; Carabanchel;117;Abrantes;33.269;15.585;17.684
1 de enero de 2024;28079;Madrid;12; Usera;121;Orcasitas;23.482;11.010;12.472
1 de enero de 2024;28079;Madrid;12; Usera;122;Orcasur;14.851;7.207;7.644
1 de enero de 2024;28079;Madrid;12; Usera;123;San Fermín;24.510;11.716;12.794
1 de enero de 2024;28079;Madrid;12; Usera;124;Almendrales;23.927;11.389;12.538
1 de enero de 2024;28079;Madrid;12; Usera;125;Moscardó;27.873;13.169;14.704
1 de enero de 2024;28079;Madrid;12; Usera;126;Zofío;15.298;7.166;8.132
1 de enero de 2024;28079;Madrid;12; Usera;127;Pradolongo;19.172;9.144;10.028
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;131;Entrevías;36.851;17.711;19.140
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;132;San Diego;49.339;23.856;25.483
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;133;Palomeras Bajas;41.755;19.533;22.222
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;134;Palomeras Sureste;44.396;21.125;23.271
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;135;Portazgo;29.746;13.960;15.786
1 de enero de 2024;28079;Madrid;13; Puente de Vallecas;136;Numancia;50.961;24.345;26.616
1 de enero de 2024;28079;Madrid;14; Moratalaz;141;Pavones;9.208;4.240;4.968
1 de enero de 2024;28079;Madrid;14; Moratalaz;142;Horcajo;6.421;3.069;3.352
1 de enero de 2024;28079;Madrid;14; Moratalaz;143;Marroquina;26.378;12.105;14.273
1 de enero de 2024;28079;Madrid;14; Moratalaz;144;Media Legua;17.787;8.073;9.714
1 de enero de 2024;28079;Madrid;14; Moratalaz;145;Fontarrón;18.000;8.189;9.811
1 de enero de 2024;28079;Madrid;14; Moratalaz;146;Vinateros;17.329;7.736;9.593
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;151;Ventas;52.223;23.931;28.292
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;152;Pueblo Nuevo;65.874;30.575;35.299
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;153;Quintana;26.762;12.145;14.617
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;154;La Concepción;22.256;10.138;12.118
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;155;San Pascual;19.019;8.670;10.349
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;156;San Juan Bautista;13.120;6.159;6.961
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;157;Colina;6.810;3.063;3.747
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;158;Atalaya;1.672;717;955
1 de enero de 2024;28079;Madrid;15; Ciudad Lineal;159;Costillares;22.299;10.438;11.861
1 de enero de 2024;28079;Madrid;16; Hortaleza;161;Palomas;7.018;3.442;3.576
1 de enero de 2024;28079;Madrid;16; Hortaleza;162;Piovera;15.455;7.422;8.033
1 de enero de 2024;28079;Madrid;16; Hortaleza;163;Canillas;40.440;18.793;21.647
1 de enero de 2024;28079;Madrid;16; Hortaleza;164;Pinar del Rey;53.313;24.503;28.810
1 de enero de 2024;28079;Madrid;16; Hortaleza;165;Apóstol Santiago;15.842;7.541;8.301
1 de enero de 2024;28079;Madrid;16; Hortaleza;166;Valdefuentes;73.114;35.738;37.376
1 de enero de 2024;28079;Madrid;17; Villaverde;171;Villaverde Alto, Casco Histórico de Villaverde;50.266;24.101;26.165
1 de enero de 2024;28079;Madrid;17; Villaverde;172;San Cristóbal;18.870;9.411;9.459
1 de enero de 2024;28079;Madrid;17; Villaverde;173;Butarque;22.375;10.810;11.565
1 de enero de 2024;28079;Madrid;17; Villaverde;174;Los Rosales;39.648;19.005;20.643
1 de enero de 2024;28079;Madrid;17; Villaverde;175;Ángeles;36.793;17.236;19.557
1 de enero de 2024;28079;Madrid;18; Villa de Vallecas;181;Casco Histórico de Vallecas;41.984;20.266;21.718
1 de enero de 2024;28079;Madrid;18; Villa de Vallecas;182;Santa Eugenia;24.168;11.570;12.598
1 de enero de 2024;28079;Madrid;18; Villa de Vallecas;183;Ensanche de Vallecas;56.185;27.317;28.868
1 de enero de 2024;28079;Madrid;19; Vicálvaro;191;Casco Histórico de Vicálvaro;37.018;17.760;19.258
1 de enero de 2024;28079;Madrid;19; Vicálvaro;192;Valdebernardo;17.693;8.425;9.268
1 de enero de 2024;28079;Madrid;19; Vicálvaro;193;Valderrivas;17.868;8.650;9.218
1 de enero de 2024;28079;Madrid;19; Vicálvaro;194;El Cañaveral;17.193;8.655;8.538
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;201;Simancas;30.158;14.293;15.865
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;202;Hellín;9.965;4.590;5.375
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;203;Amposta;9.749;4.564;5.185
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;204;Arcos;26.280;12.416;13.864
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;205;Rosas;30.838;14.734;16.104
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;206;Rejas;18.196;8.867;9.329
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;207;Canillejas;29.943;13.922;16.021
1 de enero de 2024;28079;Madrid;20; San Blas-Canillejas;208;El Salvador;11.454;5.437;6.017
1 de enero de 2024;28079;Madrid;21; Barajas;211;Alameda de Osuna;19.875;9.484;10.391
1 de enero de 2024;28079;Madrid;21; Barajas;212;Aeropuerto;1.949;990;959
1 de enero de 2024;28079;Madrid;21; Barajas;213;Casco Histórico de Barajas;7.625;3.658;3.967
1 de enero de 2024;28079;Madrid;21; Barajas;214;Timón;12.400;5.878;6.522
1 de enero de 2024;28079;Madrid;21; Barajas;215;Corralejos;7.763;3.827;3.936
1 de enero de 2023;28079;Madrid;1; Centro;11;Palacio;23.501;11.557;11.944
1 de enero de 2023;28079;Madrid;1; Centro;12;Embajadores;46.204;24.094;22.110
1 de enero de 2023;28079;Madrid;1; Centro;13;Cortes;10.816;5.350;5.466
1 de enero de 2023;28079;Madrid;1; Centro;14;Justicia;18.219;9.261;8.958
1 de enero de 2023;28079;Madrid;1; Centro;15;Universidad;32.783;16.269;16.514
1 de enero de 2023;28079;Madrid;1; Centro;16;Sol;8.164;4.239;3.925
1 de enero de 2023;28079;Madrid;2; Arganzuela;21;Imperial;22.385;10.421;11.964
1 de enero de 2023;28079;Madrid;2; Arganzuela;22;Acacias;36.069;16.616;19.453
1 de enero de 2023;28079;Madrid;2; Arganzuela;23;Chopera;19.761;8.992;10.769
1 de enero de 2023;28079;Madrid;2; Arganzuela;24;Legazpi;19.468;9.508;9.960
1 de enero de 2023;28079;Madrid;2; Arganzuela;25;Delicias;28.575;13.463;15.112
1 de enero de 2023;28079;Madrid;2; Arganzuela;26;Palos de la Frontera;25.097;11.797;13.300
1 de enero de 2023;28079;Madrid;2; Arganzuela;27;Atocha;1.949;957;992
1 de enero de 2023;28079;Madrid;3; Retiro;31;Pacífico;33.027;14.809;18.218
1 de enero de 2023;28079;Madrid;3; Retiro;32;Adelfas;18.832;8.699;10.133
1 de enero de 2023;28079;Madrid;3; Retiro;33;Estrella;22.649;10.393;12.256
1 de enero de 2023;28079;Madrid;3; Retiro;34;Ibiza;21.492;9.568;11.924
1 de enero de 2023;28079;Madrid;3; Retiro;35;Los Jerónimos;6.825;3.177;3.648
1 de enero de 2023;28079;Madrid;3; Retiro;36;Niño Jesús;15.093;6.812;8.281
1 de enero de 2023;28079;Madrid;4; Salamanca;41;Recoletos;15.444;6.966;8.478
1 de enero de 2023;28079;Madrid;4; Salamanca;42;Goya;29.477;12.872;16.605
1 de enero de 2023;28079;Madrid;4; Salamanca;43;Fuente del Berro;20.929;9.129;11.800
1 de enero de 2023;28079;Madrid;4; Salamanca;44;Guindalera;41.964;19.006;22.958
1 de enero de 2023;28079;Madrid;4; Salamanca;45;Lista;20.969;9.056;11.913
1 de enero de 2023;28079;Madrid;4; Salamanca;46;Castellana;16.919;7.423;9.496
1 de enero de 2023;28079;Madrid;5; Chamartín;51;El Viso;17.274;7.810;9.464
1 de enero de 2023;28079;Madrid;5; Chamartín;52;Prosperidad;36.027;16.072;19.955
1 de enero de 2023;28079;Madrid;5; Chamartín;53;Ciudad Jardín;18.513;8.234;10.279
1 de enero de 2023;28079;Madrid;5; Chamartín;54;Hispanoamérica;31.470;14.159;17.311
1 de enero de 2023;28079;Madrid;5; Chamartín;55;Nueva España;24.466;11.050;13.416
1 de enero de 2023;28079;Madrid;5; Chamartín;56;Castilla;17.046;7.920;9.126
1 de enero de 2023;28079;Madrid;6; Tetuán;61;Bellas Vistas;29.355;13.428;15.927
1 de enero de 2023;28079;Madrid;6; Tetuán;62;Cuatro Caminos;34.753;15.537;19.216
1 de enero de 2023;28079;Madrid;6; Tetuán;63;Castillejos;20.570;9.239;11.331
1 de enero de 2023;28079;Madrid;6; Tetuán;64;Almenara;23.057;10.688;12.369
1 de enero de 2023;28079;Madrid;6; Tetuán;65;Valdeacederas;26.573;12.442;14.131
1 de enero de 2023;28079;Madrid;6; Tetuán;66;Berruguete;25.694;11.604;14.090
1 de enero de 2023;28079;Madrid;7; Chamberí;71;Gaztambide;22.959;10.157;12.802
1 de enero de 2023;28079;Madrid;7; Chamberí;72;Arapiles;24.190;10.831;13.359
1 de enero de 2023;28079;Madrid;7; Chamberí;73;Trafalgar;24.621;11.147;13.474
1 de enero de 2023;28079;Madrid;7; Chamberí;74;Almagro;19.418;8.567;10.851
1 de enero de 2023;28079;Madrid;7; Chamberí;75;Ríos Rosas;27.163;11.828;15.335
1 de enero de 2023;28079;Madrid;7; Chamberí;76;Vallehermoso;19.853;8.619;11.234
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;81;El Pardo;3.421;1.716;1.705
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;82;Fuentelarreina;3.410;1.559;1.851
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;83;Peñagrande;44.341;20.597;23.744
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;84;Pilar;45.610;20.720;24.890
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;85;La Paz;32.192;14.964;17.228
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;86;Valverde;64.757;30.851;33.906
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;87;Mirasierra;35.676;17.160;18.516
1 de enero de 2023;28079;Madrid;8; Fuencarral-El Pardo;88;El Goloso;19.036;9.377;9.659
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;91;Casa de Campo;12.767;5.958;6.809
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;92;Argüelles;24.497;11.207;13.290
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;93;Ciudad Universitaria;16.364;7.603;8.761
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;94;Valdezarza;30.484;14.001;16.483
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;95;Valdemarín;7.156;3.339;3.817
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;96;El Plantío;3.044;1.413;1.631
1 de enero de 2023;28079;Madrid;9; Moncloa-Aravaca;97;Aravaca;27.445;12.836;14.609
1 de enero de 2023;28079;Madrid;10; Latina;101;Los Cármenes;17.903;8.484;9.419
1 de enero de 2023;28079;Madrid;10; Latina;102;Puerta del Ángel;43.292;20.165;23.127
1 de enero de 2023;28079;Madrid;10; Latina;103;Lucero;36.749;17.156;19.593
1 de enero de 2023;28079;Madrid;10; Latina;104;Aluche;66.588;30.384;36.204
1 de enero de 2023;28079;Madrid;10; Latina;105;Campamento;19.750;9.111;10.639
1 de enero de 2023;28079;Madrid;10; Latina;106;Cuatro Vientos;6.122;3.068;3.054
1 de enero de 2023;28079;Madrid;10; Latina;107;Águilas;51.268;23.725;27.543
1 de enero de 2023;28079;Madrid;11; Carabanchel;111;Comillas;22.721;10.491;12.230
1 de enero de 2023;28079;Madrid;11; Carabanchel;112;Opañel;33.883;15.556;18.327
1 de enero de 2023;28079;Madrid;11; Carabanchel;113;San Isidro;40.368;18.969;21.399
1 de enero de 2023;28079;Madrid;11; Carabanchel;114;Vista Alegre;47.727;21.823;25.904
1 de enero de 2023;28079;Madrid;11; Carabanchel;115;Puerta Bonita;36.798;17.349;19.449
1 de enero de 2023;28079;Madrid;11; Carabanchel;116;Buenavista;49.151;23.733;25.418
1 de enero de 2023;28079;Madrid;11; Carabanchel;117;Abrantes;31.691;14.711;16.980
1 de enero de 2023;28079;Madrid;12; Usera;121;Orcasitas;23.085;10.900;12.185
1 de enero de 2023;28079;Madrid;12; Usera;122;Orcasur;14.390;6.987;7.403
1 de enero de 2023;28079;Madrid;12; Usera;123;San Fermín;23.598;11.246;12.352
1 de enero de 2023;28079;Madrid;12; Usera;124;Almendrales;22.834;10.755;12.079
1 de enero de 2023;28079;Madrid;12; Usera;125;Moscardó;26.579;12.531;14.048
1 de enero de 2023;28079;Madrid;12; Usera;126;Zofío;14.382;6.681;7.701
1 de enero de 2023;28079;Madrid;12; Usera;127;Pradolongo;17.878;8.438;9.440
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;131;Entrevías;35.399;16.976;18.423
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;132;San Diego;45.104;21.593;23.511
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;133;Palomeras Bajas;40.477;18.947;21.530
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;134;Palomeras Sureste;43.162;20.491;22.671
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;135;Portazgo;28.741;13.471;15.270
1 de enero de 2023;28079;Madrid;13; Puente de Vallecas;136;Numancia;48.720;23.064;25.656
1 de enero de 2023;28079;Madrid;14; Moratalaz;141;Pavones;8.814;4.035;4.779
1 de enero de 2023;28079;Madrid;14; Moratalaz;142;Horcajo;6.339;3.029;3.310
1 de enero de 2023;28079;Madrid;14; Moratalaz;143;Marroquina;26.120;11.962;14.158
1 de enero de 2023;28079;Madrid;14; Moratalaz;144;Media Legua;17.323;7.828;9.495
1 de enero de 2023;28079;Madrid;14; Moratalaz;145;Fontarrón;17.333;7.876;9.457
1 de enero de 2023;28079;Madrid;14; Moratalaz;146;Vinateros;16.885;7.482;9.403
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;151;Ventas;50.218;22.868;27.350
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;152;Pueblo Nuevo;62.840;28.982;33.858
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;153;Quintana;25.469;11.449;14.020
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;154;La Concepción;20.941;9.402;11.539
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;155;San Pascual;18.327;8.349;9.978
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;156;San Juan Bautista;12.445;5.813;6.632
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;157;Colina;6.569;2.973;3.596
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;158;Atalaya;1.622;691;931
1 de enero de 2023;28079;Madrid;15; Ciudad Lineal;159;Costillares;21.914;10.232;11.682
1 de enero de 2023;28079;Madrid;16; Hortaleza;161;Palomas;6.922;3.404;3.518
1 de enero de 2023;28079;Madrid;16; Hortaleza;162;Piovera;15.041;7.211;7.830
1 de enero de 2023;28079;Madrid;16; Hortaleza;163;Canillas;39.786;18.485;21.301
1 de enero de 2023;28079;Madrid;16; Hortaleza;164;Pinar del Rey;52.031;23.825;28.206
1 de enero de 2023;28079;Madrid;16; Hortaleza;165;Apóstol Santiago;15.435;7.344;8.091
1 de enero de 2023;28079;Madrid;16; Hortaleza;166;Valdefuentes;69.176;33.831;35.345
1 de enero de 2023;28079;Madrid;17; Villaverde;171;Villaverde Alto, Casco Histórico de Villaverde;47.817;22.826;24.991
1 de enero de 2023;28079;Madrid;17; Villaverde;172;San Cristóbal;17.270;8.586;8.684
1 de enero de 2023;28079;Madrid;17; Villaverde;173;Butarque;21.316;10.306;11.010
1 de enero de 2023;28079;Madrid;17; Villaverde;174;Los Rosales;37.808;18.121;19.687
1 de enero de 2023;28079;Madrid;17; Villaverde;175;Ángeles;34.827;16.292;18.535
1 de enero de 2023;28079;Madrid;18; Villa de Vallecas;181;Casco Histórico de Vallecas;40.417;19.413;21.004
1 de enero de 2023;28079;Madrid;18; Villa de Vallecas;182;Santa Eugenia;23.876;11.381;12.495
1 de enero de 2023;28079;Madrid;18; Villa de Vallecas;183;Ensanche de Vallecas;53.208;25.932;27.276
1 de enero de 2023;28079;Madrid;19; Vicálvaro;191;Casco Histórico de Vicálvaro;35.519;17.009;18.510
1 de enero de 2023;28079;Madrid;19; Vicálvaro;192;Valdebernardo;17.471;8.330;9.141
1 de enero de 2023;28079;Madrid;19; Vicálvaro;193;Valderrivas;17.760;8.589;9.171
1 de enero de 2023;28079;Madrid;19; Vicálvaro;194;El Cañaveral;13.054;6.652;6.402
1 de enero de 2023;28079;Madrid;20; San Blas-Canillejas;201;Simancas;28.765;13.560;15.205
1 de enero de 2023;28079;Madrid;20; San Blas-Canillejas;202;Hellín;9.555;4.375;5.180
1 de enero de 2023;28079;Madrid;20; San Blas-Canillejas;203;Amposta;9.126;4.258;4.868
1 de enero de 2023;28079;Madrid;20; San Blas-Canillejas;204;Arcos;25.354;11.932;13.422
1 de enero de 2023;28079;Madrid;20; San Blas-Canillejas;205;Rosas;30.751;14.727;16.024
1 de enero de 2023;28079;Madrid;20; San Blas-Canillejas;206;Rejas;17.399;8.495;8.904
1 de enero de 2023;28079;Madrid;20; San Blas-Canillejas;207;Canillejas;29.067;13.528;15.539
1 de enero de 2023;28079;Madrid;20; San Blas-Canillejas;208;El Salvador;11.202;5.279;5.923
1 de enero de 2023;28079;Madrid;21; Barajas;211;Alameda de Osuna;19.685;9.397;10.288
1 de enero de 2023;28079;Madrid;21; Barajas;212;Aeropuerto;1.902;965;937
1 de enero de 2023;28079;Madrid;21; Barajas;213;Casco Histórico de Barajas;7.384;3.519;3.865
1 de enero de 2023;28079;Madrid;21; Barajas;214;Timón;12.049;5.702;6.347
1 de enero de 2023;28079;Madrid;21; Barajas;215;Corralejos;7.626;3.749;3.877
1 de enero de 2022;28079;Madrid;1; Centro;11;Palacio;23.417;11.568;11.849
1 de enero de 2022;28079;Madrid;1; Centro;12;Embajadores;46.444;24.271;22.173
1 de enero de 2022;28079;Madrid;1; Centro;13;Cortes;10.828;5.345;5.483
1 de enero de 2022;28079;Madrid;1; Centro;14;Justicia;18.015;9.221;8.794
1 de enero de 2022;28079;Madrid;1; Centro;15;Universidad;32.861;16.349;16.512
1 de enero de 2022;28079;Madrid;1; Centro;16;Sol;8.117;4.232;3.885
1 de enero de 2022;28079;Madrid;2; Arganzuela;21;Imperial;22.456;10.436;12.020
1 de enero de 2022;28079;Madrid;2; Arganzuela;22;Acacias;36.038;16.635;19.403
1 de enero de 2022;28079;Madrid;2; Arganzuela;23;Chopera;19.734;8.994;10.740
1 de enero de 2022;28079;Madrid;2; Arganzuela;24;Legazpi;19.469;9.543;9.926
1 de enero de 2022;28079;Madrid;2; Arganzuela;25;Delicias;28.243;13.296;14.947
1 de enero de 2022;28079;Madrid;2; Arganzuela;26;Palos de la Frontera;25.078;11.766;13.312
1 de enero de 2022;28079;Madrid;2; Arganzuela;27;Atocha;1.620;796;824
1 de enero de 2022;28079;Madrid;3; Retiro;31;Pacífico;32.745;14.613;18.132
1 de enero de 2022;28079;Madrid;3; Retiro;32;Adelfas;18.715;8.675;10.040
1 de enero de 2022;28079;Madrid;3; Retiro;33;Estrella;22.780;10.514;12.266
1 de enero de 2022;28079;Madrid;3; Retiro;34;Ibiza;21.377;9.541;11.836
1 de enero de 2022;28079;Madrid;3; Retiro;35;Los Jerónimos;6.926;3.237;3.689
1 de enero de 2022;28079;Madrid;3; Retiro;36;Niño Jesús;15.129;6.865;8.264
1 de enero de 2022;28079;Madrid;4; Salamanca;41;Recoletos;15.647;7.044;8.603
1 de enero de 2022;28079;Madrid;4; Salamanca;42;Goya;29.441;12.840;16.601
1 de enero de 2022;28079;Madrid;4; Salamanca;43;Fuente del Berro;20.848;9.087;11.761
1 de enero de 2022;28079;Madrid;4; Salamanca;44;Guindalera;41.721;18.925;22.796
1 de enero de 2022;28079;Madrid;4; Salamanca;45;Lista;20.785;8.997;11.788
1 de enero de 2022;28079;Madrid;4; Salamanca;46;Castellana;17.015;7.450;9.565
1 de enero de 2022;28079;Madrid;5; Chamartín;51;El Viso;17.181;7.767;9.414
1 de enero de 2022;28079;Madrid;5; Chamartín;52;Prosperidad;35.963;16.070;19.893
1 de enero de 2022;28079;Madrid;5; Chamartín;53;Ciudad Jardín;18.410;8.181;10.229
1 de enero de 2022;28079;Madrid;5; Chamartín;54;Hispanoamérica;31.463;14.188;17.275
1 de enero de 2022;28079;Madrid;5; Chamartín;55;Nueva España;24.366;11.015;13.351
1 de enero de 2022;28079;Madrid;5; Chamartín;56;Castilla;16.988;7.859;9.129
1 de enero de 2022;28079;Madrid;6; Tetuán;61;Bellas Vistas;28.995;13.231;15.764
1 de enero de 2022;28079;Madrid;6; Tetuán;62;Cuatro Caminos;34.471;15.436;19.035
1 de enero de 2022;28079;Madrid;6; Tetuán;63;Castillejos;20.282;9.097;11.185
1 de enero de 2022;28079;Madrid;6; Tetuán;64;Almenara;22.594;10.391;12.203
1 de enero de 2022;28079;Madrid;6; Tetuán;65;Valdeacederas;26.140;12.277;13.863
1 de enero de 2022;28079;Madrid;6; Tetuán;66;Berruguete;24.951;11.204;13.747
1 de enero de 2022;28079;Madrid;7; Chamberí;71;Gaztambide;22.659;10.058;12.601
1 de enero de 2022;28079;Madrid;7; Chamberí;72;Arapiles;23.972;10.770;13.202
1 de enero de 2022;28079;Madrid;7; Chamberí;73;Trafalgar;24.495;11.063;13.432
1 de enero de 2022;28079;Madrid;7; Chamberí;74;Almagro;19.358;8.557;10.801
1 de enero de 2022;28079;Madrid;7; Chamberí;75;Ríos Rosas;26.901;11.798;15.103
1 de enero de 2022;28079;Madrid;7; Chamberí;76;Vallehermoso;19.902;8.621;11.281
1 de enero de 2022;28079;Madrid;8; Fuencarral-El Pardo;81;El Pardo;3.382;1.683;1.699
1 de enero de 2022;28079;Madrid;8; Fuencarral-El Pardo;82;Fuentelarreina;3.346;1.513;1.833
1 de enero de 2022;28079;Madrid;8; Fuencarral-El Pardo;83;Peñagrande;43.887;20.379;23.508
1 de enero de 2022;28079;Madrid;8; Fuencarral-El Pardo;84;Pilar;45.354;20.645;24.709
1 de enero de 2022;28079;Madrid;8; Fuencarral-El Pardo;85;La Paz;32.346;15.059;17.287
1 de enero de 2022;28079;Madrid;8; Fuencarral-El Pardo;86;Valverde;63.651;30.328;33.323
1 de enero de 2022;28079;Madrid;8; Fuencarral-El Pardo;87;Mirasierra;35.240;16.920;18.320
1 de enero de 2022;28079;Madrid;8; Fuencarral-El Pardo;88;El Goloso;19.075;9.428;9.647
1 de enero de 2022;28079;Madrid;9; Moncloa-Aravaca;91;Casa de Campo;12.804;5.929;6.875
1 de enero de 2022;28079;Madrid;9; Moncloa-Aravaca;92;Argüelles;24.165;11.035;13.130
1 de enero de 2022;28079;Madrid;9; Moncloa-Aravaca;93;Ciudad Universitaria;16.220;7.489;8.731
1 de enero de 2022;28079;Madrid;9; Moncloa-Aravaca;94;Valdezarza;29.802;13.602;16.200
1 de enero de 2022;28079;Madrid;9; Moncloa-Aravaca;95;Valdemarín;7.048;3.283;3.765
1 de enero de 2022;28079;Madrid;9; Moncloa-Aravaca;96;El Plantío;2.998;1.384;1.614
1 de enero de 2022;28079;Madrid;9; Moncloa-Aravaca;97;Aravaca;27.323;12.779;14.544
1 de enero de 2022;28079;Madrid;10; Latina;101;Los Cármenes;17.543;8.302;9.241
1 de enero de 2022;28079;Madrid;10; Latina;102;Puerta del Ángel;41.401;19.113;22.288
1 de enero de 2022;28079;Madrid;10; Latina;103;Lucero;36.062;16.887;19.175
1 de enero de 2022;28079;Madrid;10; Latina;104;Aluche;65.833;30.086;35.747
1 de enero de 2022;28079;Madrid;10; Latina;105;Campamento;19.337;8.970;10.367
1 de enero de 2022;28079;Madrid;10; Latina;106;Cuatro Vientos;5.966;2.996;2.970
1 de enero de 2022;28079;Madrid;10; Latina;107;Águilas;50.906;23.574;27.332
1 de enero de 2022;28079;Madrid;11; Carabanchel;111;Comillas;22.214;10.230;11.984
1 de enero de 2022;28079;Madrid;11; Carabanchel;112;Opañel;33.300;15.283;18.017
1 de enero de 2022;28079;Madrid;11; Carabanchel;113;San Isidro;39.391;18.500;20.891
1 de enero de 2022;28079;Madrid;11; Carabanchel;114;Vista Alegre;46.474;21.208;25.266
1 de enero de 2022;28079;Madrid;11; Carabanchel;115;Puerta Bonita;35.395;16.647;18.748
1 de enero de 2022;28079;Madrid;11; Carabanchel;116;Buenavista;47.815;23.152;24.663
1 de enero de 2022;28079;Madrid;11; Carabanchel;117;Abrantes;30.925;14.361;16.564
1 de enero de 2022;28079;Madrid;12; Usera;121;Orcasitas;22.996;10.827;12.169
1 de enero de 2022;28079;Madrid;12; Usera;122;Orcasur;14.250;6.915;7.335
1 de enero de 2022;28079;Madrid;12; Usera;123;San Fermín;23.460;11.185;12.275
1 de enero de 2022;28079;Madrid;12; Usera;124;Almendrales;22.499;10.522;11.977
1 de enero de 2022;28079;Madrid;12; Usera;125;Moscardó;26.139;12.293;13.846
1 de enero de 2022;28079;Madrid;12; Usera;126;Zofío;14.022;6.571;7.451
1 de enero de 2022;28079;Madrid;12; Usera;127;Pradolongo;17.442;8.219;9.223
1 de enero de 2022;28079;Madrid;13; Puente de Vallecas;131;Entrevías;34.690;16.591;18.099
1 de enero de 2022;28079;Madrid;13; Puente de Vallecas;132;San Diego;42.910;20.534;22.376
1 de enero de 2022;28079;Madrid;13; Puente de Vallecas;133;Palomeras Bajas;39.935;18.722;21.213
1 de enero de 2022;28079;Madrid;13; Puente de Vallecas;134;Palomeras Sureste;42.540;20.218;22.322
1 de enero de 2022;28079;Madrid;13; Puente de Vallecas;135;Portazgo;28.249;13.310;14.939
1 de enero de 2022;28079;Madrid;13; Puente de Vallecas;136;Numancia;47.314;22.373;24.941
1 de enero de 2022;28079;Madrid;14; Moratalaz;141;Pavones;8.719;3.968;4.751
1 de enero de 2022;28079;Madrid;14; Moratalaz;142;Horcajo;6.354;3.057;3.297
1 de enero de 2022;28079;Madrid;14; Moratalaz;143;Marroquina;26.297;12.113;14.184
1 de enero de 2022;28079;Madrid;14; Moratalaz;144;Media Legua;17.377;7.845;9.532
